source,target,material,time,value
farm3,eat7,apples,2011-08-16,3.0039515234887526
eat7,landfill Cambridge,apples,2011-08-16,2.102766066442127
eat7,composting Cambridge,apples,2011-08-16,0.9011854570466258
farm3,eat7,apples,2011-08-17,0.3297086412783567
eat7,landfill Cambridge,apples,2011-08-17,0.2307960488948497
eat7,composting Cambridge,apples,2011-08-17,0.09891259238350698
farm3,eat7,apples,2011-08-18,1.384901414427364
eat7,landfill Cambridge,apples,2011-08-18,0.9694309900991548
eat7,composting Cambridge,apples,2011-08-18,0.4154704243282093
farm3,eat7,apples,2011-08-19,1.276793364451232
eat7,landfill Cambridge,apples,2011-08-19,0.8937553551158622
eat7,composting Cambridge,apples,2011-08-19,0.3830380093353696
farm3,eat7,apples,2011-08-20,1.2788639566821225
eat7,landfill Cambridge,apples,2011-08-20,0.8952047696774855
eat7,composting Cambridge,apples,2011-08-20,0.3836591870046367
farm3,eat7,apples,2011-08-21,2.3650806737388645
eat7,landfill Cambridge,apples,2011-08-21,1.6555564716172044
eat7,composting Cambridge,apples,2011-08-21,0.7095242021216591
farm3,eat7,apples,2011-08-22,5.389002729220697
eat7,landfill Cambridge,apples,2011-08-22,3.772301910454487
eat7,composting Cambridge,apples,2011-08-22,1.6167008187662086
farm3,eat7,apples,2011-08-23,1.817938723207725
eat7,landfill Cambridge,apples,2011-08-23,1.272557106245408
eat7,composting Cambridge,apples,2011-08-23,0.5453816169623177
farm3,eat7,apples,2011-08-24,7.274231962813065
eat7,landfill Cambridge,apples,2011-08-24,5.091962373969145
eat7,composting Cambridge,apples,2011-08-24,2.18226958884392
farm3,eat7,apples,2011-08-25,2.259573967952804
eat7,landfill Cambridge,apples,2011-08-25,1.5817017775669628
eat7,composting Cambridge,apples,2011-08-25,0.6778721903858412
farm3,eat7,apples,2011-08-26,8.851705349028059
eat7,landfill Cambridge,apples,2011-08-26,6.1961937443196415
eat7,composting Cambridge,apples,2011-08-26,2.6555116047084177
farm3,eat7,apples,2011-08-27,6.4372264914407324
eat7,landfill Cambridge,apples,2011-08-27,4.506058544008512
eat7,composting Cambridge,apples,2011-08-27,1.93116794743222
farm3,eat7,apples,2011-08-28,0.0011514068713887186
eat7,landfill Cambridge,apples,2011-08-28,0.0008059848099721028
eat7,composting Cambridge,apples,2011-08-28,0.0003454220614166154
farm3,eat7,apples,2011-08-29,2.3508921445484043
eat7,landfill Cambridge,apples,2011-08-29,1.645624501183883
eat7,composting Cambridge,apples,2011-08-29,0.7052676433645213
farm3,eat7,apples,2011-08-30,8.122723388200615
eat7,landfill Cambridge,apples,2011-08-30,5.685906371740432
eat7,composting Cambridge,apples,2011-08-30,2.4368170164601843
farm3,eat7,apples,2011-08-31,9.168262673948512
eat7,landfill Cambridge,apples,2011-08-31,6.417783871763956
eat7,composting Cambridge,apples,2011-08-31,2.750478802184553
farm3,eat8,apples,2011-08-01,5.160401620507118
eat8,landfill Cambridge,apples,2011-08-01,3.6122811343549817
eat8,composting Cambridge,apples,2011-08-01,1.5481204861521354
farm3,eat8,apples,2011-08-02,1.0489915108409444
eat8,landfill Cambridge,apples,2011-08-02,0.7342940575886611
eat8,composting Cambridge,apples,2011-08-02,0.3146974532522833
farm3,eat8,apples,2011-08-03,0.4805677094357385
eat8,landfill Cambridge,apples,2011-08-03,0.3363973966050169
eat8,composting Cambridge,apples,2011-08-03,0.14417031283072154
farm3,eat8,apples,2011-08-04,0.40945174841561705
eat8,landfill Cambridge,apples,2011-08-04,0.2866162238909319
eat8,composting Cambridge,apples,2011-08-04,0.1228355245246851
farm3,eat8,apples,2011-08-05,8.79613539294177
eat8,landfill Cambridge,apples,2011-08-05,6.1572947750592375
eat8,composting Cambridge,apples,2011-08-05,2.6388406178825305
farm3,eat8,apples,2011-08-06,8.474829885583317
eat8,landfill Cambridge,apples,2011-08-06,5.932380919908321
eat8,composting Cambridge,apples,2011-08-06,2.542448965674996
farm3,eat8,apples,2011-08-07,1.3118352261626525
eat8,landfill Cambridge,apples,2011-08-07,0.9182846583138566
eat8,composting Cambridge,apples,2011-08-07,0.3935505678487957
farm3,eat8,apples,2011-08-08,0.4825604543845194
eat8,landfill Cambridge,apples,2011-08-08,0.3377923180691636
eat8,composting Cambridge,apples,2011-08-08,0.14476813631535582
farm3,eat8,apples,2011-08-09,0.2179036035134877
eat8,landfill Cambridge,apples,2011-08-09,0.15253252245944138
eat8,composting Cambridge,apples,2011-08-09,0.0653710810540463
farm3,eat8,apples,2011-08-10,0.14716143286358047
eat8,landfill Cambridge,apples,2011-08-10,0.10301300300450633
eat8,composting Cambridge,apples,2011-08-10,0.04414842985907413
farm3,eat8,apples,2011-08-11,1.7566083837609543
eat8,landfill Cambridge,apples,2011-08-11,1.229625868632668
eat8,composting Cambridge,apples,2011-08-11,0.5269825151282863
farm3,eat8,apples,2011-08-12,0.600395544012312
eat8,landfill Cambridge,apples,2011-08-12,0.4202768808086184
eat8,composting Cambridge,apples,2011-08-12,0.1801186632036936
farm3,eat8,apples,2011-08-13,2.1127863810101006
eat8,landfill Cambridge,apples,2011-08-13,1.4789504667070703
eat8,composting Cambridge,apples,2011-08-13,0.6338359143030302
farm3,eat8,apples,2011-08-14,1.4504330600205444
eat8,landfill Cambridge,apples,2011-08-14,1.015303142014381
eat8,composting Cambridge,apples,2011-08-14,0.4351299180061633
farm3,eat8,apples,2011-08-15,0.6456317857231417
eat8,landfill Cambridge,apples,2011-08-15,0.4519422500061992
eat8,composting Cambridge,apples,2011-08-15,0.1936895357169425
farm3,eat8,apples,2011-08-16,0.2483057629938385
eat8,landfill Cambridge,apples,2011-08-16,0.1738140340956869
eat8,composting Cambridge,apples,2011-08-16,0.07449172889815152
farm3,eat8,apples,2011-08-17,8.485153967637546
eat8,landfill Cambridge,apples,2011-08-17,5.939607777346281
eat8,composting Cambridge,apples,2011-08-17,2.5455461902912635
farm3,eat8,apples,2011-08-18,2.503322294180355
eat8,landfill Cambridge,apples,2011-08-18,1.7523256059262484
eat8,composting Cambridge,apples,2011-08-18,0.7509966882541065
farm3,eat8,apples,2011-08-19,0.8569482918305269
eat8,landfill Cambridge,apples,2011-08-19,0.5998638042813688
eat8,composting Cambridge,apples,2011-08-19,0.2570844875491581
farm3,eat8,apples,2011-08-20,2.9805263970368148
eat8,landfill Cambridge,apples,2011-08-20,2.0863684779257707
eat8,composting Cambridge,apples,2011-08-20,0.8941579191110446
farm3,eat8,apples,2011-08-21,1.5040596788831715
eat8,landfill Cambridge,apples,2011-08-21,1.05284177521822
eat8,composting Cambridge,apples,2011-08-21,0.4512179036649514
farm3,eat8,apples,2011-08-22,4.711155819552554
eat8,landfill Cambridge,apples,2011-08-22,3.297809073686788
eat8,composting Cambridge,apples,2011-08-22,1.4133467458657658
farm3,eat8,apples,2011-08-23,6.379139977079786
eat8,landfill Cambridge,apples,2011-08-23,4.4653979839558495
eat8,composting Cambridge,apples,2011-08-23,1.913741993123936
farm3,eat8,apples,2011-08-24,7.9861587625850365
eat8,landfill Cambridge,apples,2011-08-24,5.590311133809526
eat8,composting Cambridge,apples,2011-08-24,2.3958476287755106
farm3,eat8,apples,2011-08-25,1.6022105548290424
eat8,landfill Cambridge,apples,2011-08-25,1.1215473883803295
eat8,composting Cambridge,apples,2011-08-25,0.4806631664487127
farm3,eat8,apples,2011-08-26,7.058445888883389
eat8,landfill Cambridge,apples,2011-08-26,4.940912122218372
eat8,composting Cambridge,apples,2011-08-26,2.1175337666650167
farm3,eat8,apples,2011-08-27,3.8080422224593264
eat8,landfill Cambridge,apples,2011-08-27,2.6656295557215293
eat8,composting Cambridge,apples,2011-08-27,1.1424126667377978
farm3,eat8,apples,2011-08-28,0.6335514659085734
eat8,landfill Cambridge,apples,2011-08-28,0.4434860261360013
eat8,composting Cambridge,apples,2011-08-28,0.190065439772572
farm3,eat8,apples,2011-08-29,7.775405412610854
eat8,landfill Cambridge,apples,2011-08-29,5.4427837888275965
eat8,composting Cambridge,apples,2011-08-29,2.332621623783256
farm3,eat8,apples,2011-08-30,7.473733165145012
eat8,landfill Cambridge,apples,2011-08-30,5.231613215601508
eat8,composting Cambridge,apples,2011-08-30,2.242119949543504
farm3,eat8,apples,2011-08-31,5.428646683444423
eat8,landfill Cambridge,apples,2011-08-31,3.800052678411096
eat8,composting Cambridge,apples,2011-08-31,1.628594005033327
farm3,eat9,apples,2011-08-01,7.610180750787699
eat9,landfill London,apples,2011-08-01,5.327126525551389
eat9,composting London,apples,2011-08-01,2.283054225236309
farm3,eat9,apples,2011-08-02,7.064325619947138
eat9,landfill London,apples,2011-08-02,4.9450279339629954
eat9,composting London,apples,2011-08-02,2.119297685984141
farm3,eat9,apples,2011-08-03,9.537332657742294
eat9,landfill London,apples,2011-08-03,6.676132860419606
eat9,composting London,apples,2011-08-03,2.861199797322688
farm3,eat9,apples,2011-08-04,9.262816748825673
eat9,landfill London,apples,2011-08-04,6.4839717241779695
eat9,composting London,apples,2011-08-04,2.7788450246477017
farm3,eat9,apples,2011-08-05,4.824819872620764
eat9,landfill London,apples,2011-08-05,3.3773739108345344
eat9,composting London,apples,2011-08-05,1.4474459617862292
farm3,eat9,apples,2011-08-06,4.136785879719648
eat9,landfill London,apples,2011-08-06,2.8957501158037533
eat9,composting London,apples,2011-08-06,1.2410357639158944
farm3,eat9,apples,2011-08-07,5.427303380141383
eat9,landfill London,apples,2011-08-07,3.7991123660989685
eat9,composting London,apples,2011-08-07,1.6281910140424147
farm3,eat9,apples,2011-08-08,3.2009860114931543
eat9,landfill London,apples,2011-08-08,2.240690208045208
eat9,composting London,apples,2011-08-08,0.9602958034479464
farm3,eat9,apples,2011-08-09,0.6608606567771512
eat9,landfill London,apples,2011-08-09,0.4626024597440058
eat9,composting London,apples,2011-08-09,0.19825819703314532
farm3,eat9,apples,2011-08-10,0.4165547209048937
eat9,landfill London,apples,2011-08-10,0.29158830463342555
eat9,composting London,apples,2011-08-10,0.1249664162714681
farm3,eat9,apples,2011-08-11,5.8183028495539135
eat9,landfill London,apples,2011-08-11,4.072811994687739
eat9,composting London,apples,2011-08-11,1.745490854866174
farm3,eat9,apples,2011-08-12,3.740111282081602
eat9,landfill London,apples,2011-08-12,2.618077897457121
eat9,composting London,apples,2011-08-12,1.1220333846244803
farm3,eat9,apples,2011-08-13,4.891566145788337
eat9,landfill London,apples,2011-08-13,3.4240963020518365
eat9,composting London,apples,2011-08-13,1.467469843736501
farm3,eat9,apples,2011-08-14,1.981768155328778
eat9,landfill London,apples,2011-08-14,1.3872377087301446
eat9,composting London,apples,2011-08-14,0.5945304465986334
farm3,eat9,apples,2011-08-15,1.0140530055884591
eat9,landfill London,apples,2011-08-15,0.7098371039119209
eat9,composting London,apples,2011-08-15,0.3042159016765376
farm3,eat9,apples,2011-08-16,1.931060840154344
eat9,landfill London,apples,2011-08-16,1.3517425881080407
eat9,composting London,apples,2011-08-16,0.5793182520463032
farm3,eat9,apples,2011-08-17,2.036301316264781
eat9,landfill London,apples,2011-08-17,1.4254109213853463
eat9,composting London,apples,2011-08-17,0.6108903948794343
farm3,eat9,apples,2011-08-18,0.4143577594231277
eat9,landfill London,apples,2011-08-18,0.2900504315961893
eat9,composting London,apples,2011-08-18,0.12430732782693828
farm3,eat9,apples,2011-08-19,0.0779124035372871
eat9,landfill London,apples,2011-08-19,0.05453868247610096
eat9,composting London,apples,2011-08-19,0.023373721061186133
farm3,eat9,apples,2011-08-20,4.51394099112709
eat9,landfill London,apples,2011-08-20,3.1597586937889623
eat9,composting London,apples,2011-08-20,1.3541822973381268
farm3,eat9,apples,2011-08-21,1.1774644685407667
eat9,landfill London,apples,2011-08-21,0.8242251279785366
eat9,composting London,apples,2011-08-21,0.35323934056223
farm3,eat9,apples,2011-08-22,0.056699946819446435
eat9,landfill London,apples,2011-08-22,0.0396899627736125
eat9,composting London,apples,2011-08-22,0.017009984045833933
farm3,eat9,apples,2011-08-23,0.18384520755935452
eat9,landfill London,apples,2011-08-23,0.1286916452915482
eat9,composting London,apples,2011-08-23,0.05515356226780637
farm3,eat9,apples,2011-08-24,0.28763706594785043
eat9,landfill London,apples,2011-08-24,0.2013459461634953
eat9,composting London,apples,2011-08-24,0.08629111978435512
farm3,eat9,apples,2011-08-25,4.75707937652441
eat9,landfill London,apples,2011-08-25,3.3299555635670868
eat9,composting London,apples,2011-08-25,1.4271238129573232
farm3,eat9,apples,2011-08-26,0.04613679506523422
eat9,landfill London,apples,2011-08-26,0.03229575654566395
eat9,composting London,apples,2011-08-26,0.013841038519570269
farm3,eat9,apples,2011-08-27,1.2581181177477547
eat9,landfill London,apples,2011-08-27,0.8806826824234283
eat9,composting London,apples,2011-08-27,0.3774354353243264
farm3,eat9,apples,2011-08-28,2.0355059406265377
eat9,landfill London,apples,2011-08-28,1.4248541584385763
eat9,composting London,apples,2011-08-28,0.6106517821879612
farm3,eat9,apples,2011-08-29,3.2747163494436604
eat9,landfill London,apples,2011-08-29,2.2923014446105623
eat9,composting London,apples,2011-08-29,0.982414904833098
farm3,eat9,apples,2011-08-30,0.3620827668442727
eat9,landfill London,apples,2011-08-30,0.2534579367909908
eat9,composting London,apples,2011-08-30,0.1086248300532818
farm3,eat9,apples,2011-08-31,1.537934700468468
eat9,landfill London,apples,2011-08-31,1.0765542903279277
eat9,composting London,apples,2011-08-31,0.4613804101405404
farm3,eat10,oranges,2011-08-01,4.748055102953739
eat10,landfill Newmarket,oranges,2011-08-01,3.3236385720676167
eat10,composting Newmarket,oranges,2011-08-01,1.4244165308861216
farm3,eat10,oranges,2011-08-02,2.140574275672165
eat10,landfill Newmarket,oranges,2011-08-02,1.4984019929705157
eat10,composting Newmarket,oranges,2011-08-02,0.6421722827016495
farm3,eat10,oranges,2011-08-03,0.0038863447271501156
eat10,landfill Newmarket,oranges,2011-08-03,0.0027204413090050807
eat10,composting Newmarket,oranges,2011-08-03,0.0011659034181450347
farm3,eat10,oranges,2011-08-04,5.385792513193337
eat10,landfill Newmarket,oranges,2011-08-04,3.7700547592353364
eat10,composting Newmarket,oranges,2011-08-04,1.6157377539580011
farm3,eat10,oranges,2011-08-05,0.28153474009692875
eat10,landfill Newmarket,oranges,2011-08-05,0.1970743180678501
eat10,composting Newmarket,oranges,2011-08-05,0.08446042202907862
farm3,eat10,oranges,2011-08-06,5.808284686634744
eat10,landfill Newmarket,oranges,2011-08-06,4.06579928064432
eat10,composting Newmarket,oranges,2011-08-06,1.7424854059904231
farm3,eat10,oranges,2011-08-07,0.7351622983511452
eat10,landfill Newmarket,oranges,2011-08-07,0.5146136088458017
eat10,composting Newmarket,oranges,2011-08-07,0.2205486895053436
farm3,eat10,oranges,2011-08-08,4.548030734383579
eat10,landfill Newmarket,oranges,2011-08-08,3.183621514068504
eat10,composting Newmarket,oranges,2011-08-08,1.3644092203150733
farm3,eat10,oranges,2011-08-09,3.8268399704985456
eat10,landfill Newmarket,oranges,2011-08-09,2.6787879793489817
eat10,composting Newmarket,oranges,2011-08-09,1.1480519911495637
farm3,eat10,oranges,2011-08-10,4.996423043218456
eat10,landfill Newmarket,oranges,2011-08-10,3.4974961302529195
eat10,composting Newmarket,oranges,2011-08-10,1.498926912965537
farm3,eat10,oranges,2011-08-11,4.2812367456098475
eat10,landfill Newmarket,oranges,2011-08-11,2.996865721926893
eat10,composting Newmarket,oranges,2011-08-11,1.2843710236829542
farm3,eat10,oranges,2011-08-12,9.38594140695659
eat10,landfill Newmarket,oranges,2011-08-12,6.570158984869613
eat10,composting Newmarket,oranges,2011-08-12,2.815782422086977
farm3,eat10,oranges,2011-08-13,4.440787497966126
eat10,landfill Newmarket,oranges,2011-08-13,3.1085512485762883
eat10,composting Newmarket,oranges,2011-08-13,1.3322362493898379
farm3,eat10,oranges,2011-08-14,7.883007727705849
eat10,landfill Newmarket,oranges,2011-08-14,5.518105409394091
eat10,composting Newmarket,oranges,2011-08-14,2.3649023183117537
farm3,eat10,oranges,2011-08-15,6.067887737777209
eat10,landfill Newmarket,oranges,2011-08-15,4.247521416444046
eat10,composting Newmarket,oranges,2011-08-15,1.8203663213331631
farm3,eat10,oranges,2011-08-16,0.9403755353349784
eat10,landfill Newmarket,oranges,2011-08-16,0.658262874734485
eat10,composting Newmarket,oranges,2011-08-16,0.2821126606004936
farm3,eat10,oranges,2011-08-17,1.4431626007706813
eat10,landfill Newmarket,oranges,2011-08-17,1.0102138205394768
eat10,composting Newmarket,oranges,2011-08-17,0.4329487802312044
farm3,eat10,oranges,2011-08-18,9.976621360480912
eat10,landfill Newmarket,oranges,2011-08-18,6.983634952336638
eat10,composting Newmarket,oranges,2011-08-18,2.9929864081442736
farm3,eat10,oranges,2011-08-19,0.9794057825451196
eat10,landfill Newmarket,oranges,2011-08-19,0.6855840477815835
eat10,composting Newmarket,oranges,2011-08-19,0.29382173476353585
farm3,eat10,oranges,2011-08-20,5.584328632765347
eat10,landfill Newmarket,oranges,2011-08-20,3.9090300429357416
eat10,composting Newmarket,oranges,2011-08-20,1.6752985898296038
farm3,eat10,oranges,2011-08-21,1.1503217282864775
eat10,landfill Newmarket,oranges,2011-08-21,0.8052252098005344
eat10,composting Newmarket,oranges,2011-08-21,0.3450965184859433
farm3,eat10,oranges,2011-08-22,4.931063246630671
eat10,landfill Newmarket,oranges,2011-08-22,3.4517442726414687
eat10,composting Newmarket,oranges,2011-08-22,1.4793189739892012
farm3,eat10,oranges,2011-08-23,0.6710513518306025
eat10,landfill Newmarket,oranges,2011-08-23,0.4697359462814217
eat10,composting Newmarket,oranges,2011-08-23,0.2013154055491808
farm3,eat10,oranges,2011-08-24,6.7041873661657005
eat10,landfill Newmarket,oranges,2011-08-24,4.69293115631599
eat10,composting Newmarket,oranges,2011-08-24,2.01125620984971
farm3,eat10,oranges,2011-08-25,0.11440134136230308
eat10,landfill Newmarket,oranges,2011-08-25,0.08008093895361215
eat10,composting Newmarket,oranges,2011-08-25,0.03432040240869092
farm3,eat10,oranges,2011-08-26,2.630081057218207
eat10,landfill Newmarket,oranges,2011-08-26,1.8410567400527449
eat10,composting Newmarket,oranges,2011-08-26,0.7890243171654622
farm3,eat10,oranges,2011-08-27,0.2581575077003233
eat10,landfill Newmarket,oranges,2011-08-27,0.1807102553902263
eat10,composting Newmarket,oranges,2011-08-27,0.07744725231009697
farm3,eat10,oranges,2011-08-28,3.0992188120877837
eat10,landfill Newmarket,oranges,2011-08-28,2.169453168461448
eat10,composting Newmarket,oranges,2011-08-28,0.9297656436263348
farm3,eat10,oranges,2011-08-29,4.729973601838738
eat10,landfill Newmarket,oranges,2011-08-29,3.3109815212871165
eat10,composting Newmarket,oranges,2011-08-29,1.4189920805516216
farm3,eat10,oranges,2011-08-30,6.382037662584208
eat10,landfill Newmarket,oranges,2011-08-30,4.467426363808945
eat10,composting Newmarket,oranges,2011-08-30,1.9146112987752624
farm3,eat10,oranges,2011-08-31,0.5841523491972327
eat10,landfill Newmarket,oranges,2011-08-31,0.4089066444380629
eat10,composting Newmarket,oranges,2011-08-31,0.1752457047591698
farm4,eat1,oranges,2011-08-01,0.3630250178967508
eat1,landfill Cambridge,oranges,2011-08-01,0.2541175125277255
eat1,composting Cambridge,oranges,2011-08-01,0.10890750536902524
farm4,eat1,oranges,2011-08-02,1.373664964758433
eat1,landfill Cambridge,oranges,2011-08-02,0.961565475330903
eat1,composting Cambridge,oranges,2011-08-02,0.4120994894275299
farm4,eat1,oranges,2011-08-03,2.723805688568321
eat1,landfill Cambridge,oranges,2011-08-03,1.9066639819978248
eat1,composting Cambridge,oranges,2011-08-03,0.8171417065704963
farm4,eat1,oranges,2011-08-04,0.9034780131254964
eat1,landfill Cambridge,oranges,2011-08-04,0.6324346091878474
eat1,composting Cambridge,oranges,2011-08-04,0.2710434039376489
farm4,eat1,oranges,2011-08-05,3.593924092200092
eat1,landfill Cambridge,oranges,2011-08-05,2.515746864540064
eat1,composting Cambridge,oranges,2011-08-05,1.0781772276600274
farm4,eat1,oranges,2011-08-06,6.5149733904088185
eat1,landfill Cambridge,oranges,2011-08-06,4.560481373286173
eat1,composting Cambridge,oranges,2011-08-06,1.9544920171226456
farm4,eat1,oranges,2011-08-07,1.0043417209066294
eat1,landfill Cambridge,oranges,2011-08-07,0.7030392046346405
eat1,composting Cambridge,oranges,2011-08-07,0.30130251627198884
farm4,eat1,oranges,2011-08-08,3.729447323595176
eat1,landfill Cambridge,oranges,2011-08-08,2.610613126516623
eat1,composting Cambridge,oranges,2011-08-08,1.1188341970785527
farm4,eat1,oranges,2011-08-09,2.777170658180202
eat1,landfill Cambridge,oranges,2011-08-09,1.9440194607261407
eat1,composting Cambridge,oranges,2011-08-09,0.8331511974540605
farm4,eat1,oranges,2011-08-10,7.009549782706922
eat1,landfill Cambridge,oranges,2011-08-10,4.906684847894845
eat1,composting Cambridge,oranges,2011-08-10,2.1028649348120765
farm4,eat1,oranges,2011-08-11,0.4623334653137906
eat1,landfill Cambridge,oranges,2011-08-11,0.3236334257196534
eat1,composting Cambridge,oranges,2011-08-11,0.13870003959413718
farm4,eat1,oranges,2011-08-12,6.886090282426649
eat1,landfill Cambridge,oranges,2011-08-12,4.820263197698654
eat1,composting Cambridge,oranges,2011-08-12,2.0658270847279945
farm4,eat1,oranges,2011-08-13,0.6952540673726086
eat1,landfill Cambridge,oranges,2011-08-13,0.486677847160826
eat1,composting Cambridge,oranges,2011-08-13,0.2085762202117826
farm4,eat1,oranges,2011-08-14,9.52774662662315
eat1,landfill Cambridge,oranges,2011-08-14,6.669422638636205
eat1,composting Cambridge,oranges,2011-08-14,2.858323987986945
farm4,eat1,oranges,2011-08-15,7.743474959275162
eat1,landfill Cambridge,oranges,2011-08-15,5.420432471492614
eat1,composting Cambridge,oranges,2011-08-15,2.323042487782549
farm4,eat1,oranges,2011-08-16,6.013665221695893
eat1,landfill Cambridge,oranges,2011-08-16,4.2095656551871246
eat1,composting Cambridge,oranges,2011-08-16,1.8040995665087682
farm4,eat1,oranges,2011-08-17,5.437839685290514
eat1,landfill Cambridge,oranges,2011-08-17,3.8064877797033594
eat1,composting Cambridge,oranges,2011-08-17,1.6313519055871546
farm4,eat1,oranges,2011-08-18,9.87801324642145
eat1,landfill Cambridge,oranges,2011-08-18,6.914609272495015
eat1,composting Cambridge,oranges,2011-08-18,2.9634039739264346
farm4,eat1,oranges,2011-08-19,0.007751689659798222
eat1,landfill Cambridge,oranges,2011-08-19,0.005426182761858755
eat1,composting Cambridge,oranges,2011-08-19,0.0023255068979394665
farm4,eat1,oranges,2011-08-20,0.3234904754225015
eat1,landfill Cambridge,oranges,2011-08-20,0.22644333279575105
eat1,composting Cambridge,oranges,2011-08-20,0.09704714262675043
farm4,eat1,oranges,2011-08-21,1.0932225122358858
eat1,landfill Cambridge,oranges,2011-08-21,0.7652557585651201
eat1,composting Cambridge,oranges,2011-08-21,0.3279667536707657
farm4,eat1,oranges,2011-08-22,2.5424209150244383
eat1,landfill Cambridge,oranges,2011-08-22,1.7796946405171068
eat1,composting Cambridge,oranges,2011-08-22,0.7627262745073314
farm4,eat1,oranges,2011-08-23,3.461092702008233
eat1,landfill Cambridge,oranges,2011-08-23,2.422764891405764
eat1,composting Cambridge,oranges,2011-08-23,1.0383278106024698
farm4,eat1,oranges,2011-08-24,0.0024412428961945623
eat1,landfill Cambridge,oranges,2011-08-24,0.0017088700273361931
eat1,composting Cambridge,oranges,2011-08-24,0.0007323728688583684
farm4,eat1,oranges,2011-08-25,0.9685016634889054
eat1,landfill Cambridge,oranges,2011-08-25,0.6779511644422338
eat1,composting Cambridge,oranges,2011-08-25,0.29055049904667163
farm4,eat1,oranges,2011-08-26,1.9971206211561656
eat1,landfill Cambridge,oranges,2011-08-26,1.3979844348093158
eat1,composting Cambridge,oranges,2011-08-26,0.5991361863468497
farm4,eat1,oranges,2011-08-27,3.7749427388471024
eat1,landfill Cambridge,oranges,2011-08-27,2.6424599171929715
eat1,composting Cambridge,oranges,2011-08-27,1.1324828216541307
farm4,eat1,oranges,2011-08-28,5.734953696393868
eat1,landfill Cambridge,oranges,2011-08-28,4.014467587475707
eat1,composting Cambridge,oranges,2011-08-28,1.7204861089181602
farm4,eat1,oranges,2011-08-29,6.94468276262096
eat1,landfill Cambridge,oranges,2011-08-29,4.86127793383467
eat1,composting Cambridge,oranges,2011-08-29,2.0834048287862874
farm4,eat1,oranges,2011-08-30,0.3074419967720209
eat1,landfill Cambridge,oranges,2011-08-30,0.21520939774041464
eat1,composting Cambridge,oranges,2011-08-30,0.09223259903160626
farm4,eat1,oranges,2011-08-31,0.1766717293610825
eat1,landfill Cambridge,oranges,2011-08-31,0.12367021055275774
eat1,composting Cambridge,oranges,2011-08-31,0.053001518808324745
farm4,eat2,apples,2011-08-01,0.6166495406887037
eat2,landfill Ely,apples,2011-08-01,0.43165467848209255
eat2,composting Ely,apples,2011-08-01,0.1849948622066111
farm4,eat2,apples,2011-08-02,4.709905981867356
eat2,landfill Ely,apples,2011-08-02,3.296934187307149
eat2,composting Ely,apples,2011-08-02,1.412971794560207
farm4,eat2,apples,2011-08-03,0.2613415601321909
eat2,landfill Ely,apples,2011-08-03,0.1829390920925336
eat2,composting Ely,apples,2011-08-03,0.07840246803965728
farm4,eat2,apples,2011-08-04,6.493967386665847
eat2,landfill Ely,apples,2011-08-04,4.545777170666094
eat2,composting Ely,apples,2011-08-04,1.9481902159997544
farm4,eat2,apples,2011-08-05,0.5412667655011485
eat2,landfill Ely,apples,2011-08-05,0.3788867358508039
eat2,composting Ely,apples,2011-08-05,0.16238002965034454
farm4,eat2,apples,2011-08-06,9.45610354515966
eat2,landfill Ely,apples,2011-08-06,6.619272481611763
eat2,composting Ely,apples,2011-08-06,2.8368310635478977
farm4,eat2,apples,2011-08-07,2.0617422837874098
eat2,landfill Ely,apples,2011-08-07,1.4432195986511869
eat2,composting Ely,apples,2011-08-07,0.6185226851362229
farm4,eat2,apples,2011-08-08,0.00026613211708124886
eat2,landfill Ely,apples,2011-08-08,0.0001862924819568742
eat2,composting Ely,apples,2011-08-08,7.983963512437466e-05
farm4,eat2,apples,2011-08-09,0.9524540976372244
eat2,landfill Ely,apples,2011-08-09,0.6667178683460571
eat2,composting Ely,apples,2011-08-09,0.2857362292911673
farm4,eat2,apples,2011-08-10,2.6602377012749208
eat2,landfill Ely,apples,2011-08-10,1.8621663908924444
eat2,composting Ely,apples,2011-08-10,0.7980713103824763
farm4,eat2,apples,2011-08-11,0.00010965877590375936
eat2,landfill Ely,apples,2011-08-11,7.676114313263154e-05
eat2,composting Ely,apples,2011-08-11,3.28976327711278e-05
farm4,eat2,apples,2011-08-12,7.5298327594916605
eat2,landfill Ely,apples,2011-08-12,5.270882931644163
eat2,composting Ely,apples,2011-08-12,2.2589498278474984
farm4,eat2,apples,2011-08-13,8.300636298898192
eat2,landfill Ely,apples,2011-08-13,5.810445409228734
eat2,composting Ely,apples,2011-08-13,2.490190889669458
farm4,eat2,apples,2011-08-14,0.04011549443660106
eat2,landfill Ely,apples,2011-08-14,0.02808084610562074
eat2,composting Ely,apples,2011-08-14,0.012034648330980318
farm4,eat2,apples,2011-08-15,4.6455958787435465
eat2,landfill Ely,apples,2011-08-15,3.2519171151204835
eat2,composting Ely,apples,2011-08-15,1.3936787636230643
farm4,eat2,apples,2011-08-16,0.3514972856435927
eat2,landfill Ely,apples,2011-08-16,0.24604809995051485
eat2,composting Ely,apples,2011-08-16,0.1054491856930778
farm4,eat2,apples,2011-08-17,0.6442886153986326
eat2,landfill Ely,apples,2011-08-17,0.4510020307790428
eat2,composting Ely,apples,2011-08-17,0.19328658461958972
farm4,eat2,apples,2011-08-18,3.698891845772145
eat2,landfill Ely,apples,2011-08-18,2.5892242920405013
eat2,composting Ely,apples,2011-08-18,1.1096675537316434
farm4,eat2,apples,2011-08-19,6.613414721364753
